,location,date,total_cases,new_cases
122482,India,2022-09-25,44568114.0,4777.0
122483,India,2022-09-26,44572243.0,4129.0
122484,India,2022-09-27,44575473.0,3230.0
122485,India,2022-09-28,44579088.0,3615.0
122486,India,2022-09-29,44583360.0,4272.0
122487,India,2022-09-30,44587307.0,3947.0
122488,India,2022-10-01,44591112.0,3805.0
122489,India,2022-10-02,44594487.0,3375.0
122490,India,2022-10-03,44597498.0,3011.0
122491,India,2022-10-04,44599466.0,1968.0
122492,India,2022-10-05,44601934.0,2468.0
122493,India,2022-10-06,44604463.0,2529.0
122494,India,2022-10-07,44606460.0,1997.0
122495,India,2022-10-08,44609257.0,2797.0
122496,India,2022-10-09,44612013.0,2756.0
122497,India,2022-10-10,44614437.0,2424.0
122498,India,2022-10-11,44616394.0,1957.0
122499,India,2022-10-12,44618533.0,2139.0
122500,India,2022-10-13,44621319.0,2786.0
122501,India,2022-10-14,44623997.0,2678.0
122502,India,2022-10-15,44626427.0,2430.0
122503,India,2022-10-16,44628828.0,2401.0
122504,India,2022-10-17,44630888.0,2060.0
122505,India,2022-10-18,44632430.0,1542.0
122506,India,2022-10-19,44634376.0,1946.0
122507,India,2022-10-20,44636517.0,2141.0
122508,India,2022-10-21,44638636.0,2119.0
122509,India,2022-10-22,44640748.0,2112.0
122510,India,2022-10-23,44642742.0,1994.0
122511,India,2022-10-24,44644076.0,1334.0
122512,India,2022-10-25,44644938.0,862.0
122513,India,2022-10-26,44645768.0,830.0
122514,India,2022-10-27,44646880.0,1112.0
122515,India,2022-10-28,44649088.0,2208.0
122516,India,2022-10-29,44650662.0,1574.0
122517,India,2022-10-30,44652266.0,1604.0
122518,India,2022-10-31,44653592.0,1326.0
122519,India,2022-11-01,44654638.0,1046.0
122520,India,2022-11-02,44655828.0,1190.0
122521,India,2022-11-03,44657149.0,1321.0
122522,India,2022-11-04,44658365.0,1216.0
122523,India,2022-11-05,44659447.0,1082.0
122524,India,2022-11-06,44660579.0,1132.0
122525,India,2022-11-07,44661516.0,937.0
122526,India,2022-11-08,44662141.0,625.0
122527,India,2022-11-09,44662952.0,811.0
122528,India,2022-11-10,44663968.0,1016.0
122529,India,2022-11-11,44664810.0,842.0
122530,India,2022-11-12,44665643.0,833.0
122531,India,2022-11-13,44666377.0,734.0
122532,India,2022-11-14,44666924.0,547.0
122533,India,2022-11-15,44666175.0,
122534,India,2022-11-16,44666676.0,501.0
122535,India,2022-11-17,44667311.0,635.0
122536,India,2022-11-18,44667967.0,656.0
122537,India,2022-11-19,44668523.0,556.0
122538,India,2022-11-20,44669015.0,492.0
122539,India,2022-11-21,44669421.0,406.0
122540,India,2022-11-22,44669715.0,294.0
122541,India,2022-11-23,44670075.0,360.0
122542,India,2022-11-24,44670483.0,408.0
122543,India,2022-11-25,44670830.0,347.0
122544,India,2022-11-26,44671219.0,389.0
122545,India,2022-11-27,44671562.0,343.0
122546,India,2022-11-28,44671853.0,291.0
122547,India,2022-11-29,44672068.0,215.0
122548,India,2022-11-30,44672347.0,279.0
122549,India,2022-12-01,44672638.0,291.0
122550,India,2022-12-02,44672913.0,275.0
122551,India,2022-12-03,44673166.0,253.0
122552,India,2022-12-04,44673392.0,226.0
122553,India,2022-12-05,44673618.0,226.0
122554,India,2022-12-06,44673783.0,165.0
122555,India,2022-12-07,44673949.0,166.0
122556,India,2022-12-08,44674190.0,241.0
122557,India,2022-12-09,44674439.0,249.0
122558,India,2022-12-10,44674649.0,210.0
122559,India,2022-12-11,44674822.0,173.0
122560,India,2022-12-12,44674981.0,159.0
122561,India,2022-12-13,44675095.0,114.0
122562,India,2022-12-14,44675247.0,152.0
122563,India,2022-12-15,44675447.0,200.0
122564,India,2022-12-16,44675609.0,162.0
122565,India,2022-12-17,44675776.0,167.0
122566,India,2022-12-18,44675952.0,176.0
122567,India,2022-12-19,44676087.0,135.0
122568,India,2022-12-20,44676199.0,112.0
122569,India,2022-12-21,44676330.0,131.0
122570,India,2022-12-22,44676515.0,185.0
122571,India,2022-12-23,44676678.0,163.0
122572,India,2022-12-24,44676879.0,201.0
122573,India,2022-12-25,44677106.0,227.0
122574,India,2022-12-26,44677302.0,196.0
122575,India,2022-12-27,44677459.0,157.0
122576,India,2022-12-28,44677647.0,188.0
122577,India,2022-12-29,44677915.0,268.0
122578,India,2022-12-30,44678158.0,243.0
122579,India,2022-12-31,44678384.0,226.0
122580,India,2023-01-01,44678649.0,265.0
122581,India,2023-01-02,44678822.0,173.0
122582,India,2023-01-03,44678956.0,134.0
122583,India,2023-01-04,44679131.0,175.0
122584,India,2023-01-05,44679319.0,188.0
122585,India,2023-01-06,44679547.0,228.0
122586,India,2023-01-07,44679761.0,214.0
122587,India,2023-01-08,44679924.0,163.0
122588,India,2023-01-09,44680094.0,170.0
122589,India,2023-01-10,44680215.0,121.0
122590,India,2023-01-11,44680386.0,171.0
122591,India,2023-01-12,44680583.0,197.0
122592,India,2023-01-13,44680757.0,174.0
122593,India,2023-01-14,44680936.0,179.0
122594,India,2023-01-15,44681040.0,104.0
122595,India,2023-01-16,44681154.0,114.0
122596,India,2023-01-17,44681233.0,79.0
122597,India,2023-01-18,44681371.0,138.0
122598,India,2023-01-19,44681505.0,134.0
122599,India,2023-01-20,44681650.0,145.0
122600,India,2023-01-21,44681781.0,131.0
122601,India,2023-01-22,44681921.0,140.0
122602,India,2023-01-23,44682015.0,94.0
122603,India,2023-01-24,44682104.0,89.0
122604,India,2023-01-25,44682206.0,102.0
122605,India,2023-01-26,44682338.0,132.0
122606,India,2023-01-27,44682437.0,99.0
122607,India,2023-01-28,44682530.0,93.0
122608,India,2023-01-29,44682639.0,109.0
122609,India,2023-01-30,44682719.0,80.0
122610,India,2023-01-31,44682784.0,65.0
122611,India,2023-02-01,44682895.0,111.0
122612,India,2023-02-02,44683023.0,128.0
122613,India,2023-02-03,44683122.0,99.0
122614,India,2023-02-04,44683250.0,128.0
122615,India,2023-02-05,44683363.0,113.0
122616,India,2023-02-06,44683454.0,91.0
122617,India,2023-02-07,44683543.0,89.0
122618,India,2023-02-08,44683639.0,96.0
122619,India,2023-02-09,44683748.0,109.0
122620,India,2023-02-10,44683862.0,114.0
122621,India,2023-02-11,44683994.0,132.0
122622,India,2023-02-12,44684118.0,124.0
122623,India,2023-02-13,44684197.0,79.0
122624,India,2023-02-14,44684274.0,77.0
122625,India,2023-02-15,44684376.0,102.0
122626,India,2023-02-16,44684502.0,126.0
122627,India,2023-02-17,44684658.0,156.0
122628,India,2023-02-18,44684775.0,117.0
122629,India,2023-02-19,44684917.0,142.0
122630,India,2023-02-20,44685037.0,120.0
122631,India,2023-02-21,44685132.0,95.0
122632,India,2023-02-22,44685257.0,125.0
122633,India,2023-02-23,44685450.0,193.0
122634,India,2023-02-24,44685619.0,169.0
122635,India,2023-02-25,44685799.0,180.0
122636,India,2023-02-26,44686017.0,218.0
122637,India,2023-02-27,44686202.0,185.0
122638,India,2023-02-28,44686371.0,169.0
122639,India,2023-03-01,44686611.0,240.0
122640,India,2023-03-02,44686879.0,268.0
122641,India,2023-03-03,44687162.0,283.0
122642,India,2023-03-04,44687496.0,334.0
122643,India,2023-03-05,44687820.0,324.0
122644,India,2023-03-06,44688101.0,281.0
122645,India,2023-03-07,44688367.0,266.0
122646,India,2023-03-08,44688693.0,326.0
122647,India,2023-03-09,44689072.0,379.0
122648,India,2023-03-10,44689512.0,440.0
122649,India,2023-03-11,44689968.0,456.0
122650,India,2023-03-12,44690492.0,524.0
122651,India,2023-03-13,44690936.0,444.0
122652,India,2023-03-14,44691338.0,402.0
122653,India,2023-03-15,44691956.0,618.0
122654,India,2023-03-16,44692710.0,754.0
122655,India,2023-03-17,44693506.0,796.0
122656,India,2023-03-18,44694349.0,843.0
122657,India,2023-03-19,44695420.0,1071.0
122658,India,2023-03-20,44696338.0,918.0
122659,India,2023-03-21,44696984.0,646.0
122660,India,2023-03-22,44698118.0,1134.0
122661,India,2023-03-23,44699418.0,1300.0
122662,India,2023-03-24,44700667.0,1249.0
122663,India,2023-03-25,44702257.0,1590.0
122664,India,2023-03-26,44704147.0,1890.0
122665,India,2023-03-27,44705952.0,1805.0
122666,India,2023-03-28,44707525.0,1573.0
122667,India,2023-03-29,44709676.0,2151.0
122668,India,2023-03-30,44712692.0,3016.0
122669,India,2023-03-31,44715786.0,3094.0
122670,India,2023-04-01,44718781.0,2995.0
122671,India,2023-04-02,44722605.0,3824.0
122672,India,2023-04-03,44726246.0,3641.0
122673,India,2023-04-04,44729284.0,3038.0
122674,India,2023-04-05,44733719.0,4435.0
122675,India,2023-04-06,44739054.0,5335.0
122676,India,2023-04-07,44745104.0,6050.0
122677,India,2023-04-08,44751259.0,6155.0
122678,India,2023-04-09,44756616.0,5357.0
122679,India,2023-04-10,44762496.0,5880.0
122680,India,2023-04-11,44768172.0,5676.0
122681,India,2023-04-12,44776002.0,7830.0
122682,India,2023-04-13,44786160.0,10158.0
122683,India,2023-04-14,44797269.0,11109.0
122684,India,2023-04-15,44808022.0,10753.0
122685,India,2023-04-16,44818115.0,10093.0
122686,India,2023-04-17,44827226.0,9111.0
122687,India,2023-04-18,44834859.0,7633.0
122688,India,2023-04-19,44834859.0,
122689,India,2023-04-20,,
122690,India,2023-04-21,,
122691,India,2023-04-22,,
122692,India,2023-04-23,,
122693,India,2023-04-24,,
